case,id,WT_voxels,WT_vol_mm3,WT_vol_ml,WT_surf_mm2,WT_compactness,WT_sphericity,WT_elongation,WT_flatness,TC_voxels,TC_vol_mm3,TC_vol_ml,TC_surf_mm2,TC_compactness,TC_sphericity,TC_elongation,TC_flatness,ET_voxels,ET_vol_mm3,ET_vol_ml,ET_surf_mm2,ET_compactness,ET_sphericity,ET_elongation,ET_flatness,NCR_voxels,NCR_vol_mm3,NCR_vol_ml,NCR_surf_mm2,NCR_compactness,NCR_sphericity,NCR_elongation,NCR_flatness,ED_voxels,ED_vol_mm3,ED_vol_ml,ED_surf_mm2,ED_compactness,ED_sphericity,ED_elongation,ED_flatness,ET_raw_voxels,ET_raw_vol_mm3,ET_raw_vol_ml,ET_raw_surf_mm2,ET_raw_compactness,ET_raw_sphericity,ET_raw_elongation,ET_raw_flatness
BraTS20_Training_101,101,71751,71751.0,71.751,17509.802734375,0.1084587337901139,0.4768936173649826,0.6361714679849823,0.6079117743250368,18923,18923.0,18.923,6652.19873046875,0.1375741084704369,0.516232769195643,0.6473845249332202,0.5184674988869311,13927,13927.0,13.927,10464.9189453125,0.019140792618242298,0.267497650980006,0.6525477768059925,0.5386365689820287,4996,4996.0,4.996,5032.958984375,0.02214252070027126,0.2808077047968641,0.6350097782515202,0.3920277680902854,52828,52828.0,52.828,20697.791015625,0.03559661644284745,0.3289548089518077,0.6163818373063078,0.5902730238410969,13927,13927.0,13.927,10464.9189453125,0.019140792618242298,0.267497650980006,0.6525477768059925,0.5386365689820287
BraTS20_Training_102,102,24143,24143.0,24.143,7366.7880859375,0.1648922754138515,0.5483612659207798,0.6887095680836309,0.5258090941311925,14795,14795.0,14.795,3840.503173828125,0.4370367192942908,0.75887918774262,0.6431029772469258,0.49862638579582297,7433,7433.0,7.433,6665.5263671875,0.021099748896878944,0.27632855265622863,0.7115945093055864,0.5588813706237605,7362,7362.0,7.362,3681.49365234375,0.12284905828316346,0.4971154686699678,0.5402751483745066,0.4185230369593379,9348,9348.0,9.348,7257.83251953125,0.025850500383451484,0.29568070476051506,0.7207586324426223,0.45213172952720354,7433,7433.0,7.433,6665.5263671875,0.021099748896878944,0.27632855265622863,0.7115945093055864,0.5588813706237605
BraTS20_Training_103,103,58208,58208.0,58.208,12504.1083984375,0.19600156471324107,0.5808801191148336,0.9265222412541135,0.6361049727708574,51228,51228.0,51.228,9721.7841796875,0.3230198775743416,0.6861352780376105,0.9138598215605206,0.6741904629090735,37271,37271.0,37.271,20106.38671875,0.019328242681802763,0.2683680372809166,0.9023154973427436,0.6424266324127501,13957,13957.0,13.957,11505.4140625,0.01446537749875608,0.24365570842690212,0.9169055398466199,0.7170650851681187,6980,6980.0,6.98,7064.57373046875,0.015628069449156536,0.250016369323659,0.9011499010059151,0.5148734843157903,37271,37271.0,37.271,20106.38671875,0.019328242681802763,0.2683680372809166,0.9023154973427436,0.6424266324127501
BraTS20_Training_104,104,169685,169685.0,169.685,33959.734375,0.08314696954075165,0.4364643818032411,0.8322682473974401,0.607812078963418,58801,58801.0,58.801,10800.470703125,0.31038001358783024,0.6770663800009257,0.7855540479078003,0.7172354562454092,35912,35912.0,35.912,18842.97265625,0.02180134585274695,0.2793579927371245,0.8021948328722787,0.7471074901315552,22889,22889.0,22.889,10696.9052734375,0.048409607561974,0.3644549507041515,0.7923787493376352,0.6909623132890352,110884,110884.0,110.884,37336.1015625,0.026717956229833164,0.29895173484398524,0.7972480532801751,0.5363080476297349,35912,35912.0,35.912,18842.97265625,0.02180134585274695,0.2793579927371245,0.8021948328722787,0.7471074901315552
BraTS20_Training_105,105,24992,24992.0,24.992,7981.1953125,0.1389474501653462,0.5179448594989835,0.8503851761857614,0.6752934360600302,7917,7917.0,7.917,2406.509521484375,0.508640468230634,0.7982464027997854,0.8188464334842326,0.7499737722619692,5844,5844.0,5.844,3751.65576171875,0.07314823327619695,0.4182166129188562,0.8102113852966104,0.747608075187487,2073,2073.0,2.073,1767.89208984375,0.08795969600520559,0.44472810222765524,0.8504214153130423,0.7410882860946457,17075,17075.0,17.075,9462.474609375,0.03891881574038562,0.3388856705866191,0.8412644704528738,0.6293800110303732,5844,5844.0,5.844,3751.65576171875,0.07314823327619695,0.4182166129188562,0.8102113852966104,0.747608075187487
BraTS20_Training_106,106,108359,108359.0,108.359,25544.15234375,0.07967239333555773,0.43029796066735715,0.6116077335799528,0.4103917036269731,57728,57728.0,57.728,12324.0869140625,0.20135440689305784,0.5861206821351787,0.42506853058388466,0.2857511798118639,41960,41960.0,41.96,21591.5,0.019782213683854147,0.270452891865647,0.4664913868259481,0.31511417133737274,15768,15768.0,15.768,10350.115234375,0.02536121411930715,0.29380330727967374,0.3043737458917477,0.19555055999188203,50631,50631.0,50.631,23725.39453125,0.021709261723774777,0.27896412193404807,0.7305685554780481,0.5081273351013107,41960,41960.0,41.96,21591.5,0.019782213683854147,0.270452891865647,0.4664913868259481,0.31511417133737274
BraTS20_Training_107,107,34311,34311.0,34.311,9714.41015625,0.14523450770378343,0.5256418546635636,0.8839499563362838,0.6809899792185075,10136,10136.0,10.136,3173.10693359375,0.36369007801651587,0.7138009983062573,0.7283858412597016,0.6630937354366031,9541,9541.0,9.541,3542.436279296875,0.23159758381551665,0.6141078865330969,0.725537668077666,0.6526161553982647,595,595.0,0.595,730.3970947265625,0.10275647408332604,0.4683850929849114,0.8293564814884182,0.6299743586460224,24175,24175.0,24.175,10610.525390625,0.055331783899004734,0.38105841559476034,0.8991676359665673,0.6742609080909606,9541,9541.0,9.541,3542.436279296875,0.23159758381551665,0.6141078865330969,0.725537668077666,0.6526161553982647
BraTS20_Training_108,108,17892,17892.0,17.892,5559.6103515625,0.21068668400782492,0.5950393627964424,0.5783999875639465,0.5125990720407394,8301,8301.0,8.301,2742.89111328125,0.3776482694739351,0.7228183449461418,0.8133518140132249,0.5814989494369354,8198,8198.0,8.198,2980.786376953125,0.2869958675000832,0.6596170624477523,0.8112307469247704,0.581939127620269,103,103.0,0.103,246.1960906982422,0.08040505718820129,0.4316129384642093,0.6334526575948296,0.33653495245209847,9591,9591.0,9.591,6619.3916015625,0.035869550276881365,0.3297934130220398,0.499385051367067,0.4673431593462013,8198,8198.0,8.198,2980.786376953125,0.2869958675000832,0.6596170624477523,0.8112307469247704,0.581939127620269
BraTS20_Training_109,109,100724,100724.0,100.724,27675.16796875,0.054131181442676604,0.37828213831154245,0.6514242782705697,0.3395172373077471,28125,28125.0,28.125,5922.8388671875,0.4305738820744645,0.7551198628897752,0.8040055754031789,0.653790402740483,21853,21853.0,21.853,10163.2021484375,0.05144969603678958,0.3719297667655092,0.8164492660436558,0.6569870858528777,6272,6272.0,6.272,4609.90185546875,0.045413966437220496,0.35677669510381527,0.7228524613617273,0.5419343213398801,72599,72599.0,72.599,27364.974609375,0.02908898061191585,0.30754558774853435,0.6082332822516142,0.3048952497206586,21853,21853.0,21.853,10163.2021484375,0.05144969603678958,0.3719297667655092,0.8164492660436558,0.6569870858528777
BraTS20_Training_110,110,15762,15762.0,15.762,7472.90478515625,0.06732969907277485,0.4068199334918482,0.6389456250624506,0.3597180302464932,2872,2872.0,2.872,1618.8876953125,0.21987258289477304,0.6035645067867127,0.6969302716396831,0.45864224801221704,2786,2786.0,2.786,1689.732666015625,0.18195357700192966,0.5666569232869925,0.6952809854393147,0.45983661391527936,86,86.0,0.086,187.8397216796875,0.12620802415662513,0.5016055378536635,0.6282875863207686,0.2538471317904576,12890,12890.0,12.89,7237.9677734375,0.04955737256148655,0.36731282383463265,0.6701607543644155,0.29112233909915114,2786,2786.0,2.786,1689.732666015625,0.18195357700192966,0.5666569232869925,0.6952809854393147,0.45983661391527936
BraTS20_Training_111,111,43342,43342.0,43.342,11261.451171875,0.14876035109126615,0.5298615410136511,0.8304956311476899,0.44038627437428635,25950,25950.0,25.95,6599.58935546875,0.2649575856020574,0.6422815585508579,0.7259726288070736,0.45929829597201194,17570,17570.0,17.57,11618.349609375,0.02226191776756787,0.2813115247870464,0.6967904574552011,0.44739823116040456,8380,8380.0,8.38,6155.349609375,0.0340551059762758,0.3241361071968515,0.816979129002669,0.4940979995241783,17392,17392.0,17.392,10460.4501953125,0.02988823703580911,0.3103369109753441,0.7788513505508355,0.4120086595379439,17570,17570.0,17.57,11618.349609375,0.02226191776756787,0.2813115247870464,0.6967904574552011,0.44739823116040456
BraTS20_Training_112,112,170359,170359.0,170.359,32973.671875,0.09155469116170116,0.45070620170593695,0.7908612273606086,0.5090821724171944,68462,68462.0,68.462,10614.0283203125,0.44331335167330266,0.7624948893959295,0.8033104843968961,0.5656237774656507,48172,48172.0,48.172,20205.099609375,0.03181696435219905,0.316873738065186,0.8168067236963029,0.5805876722275015,20290,20290.0,20.29,10468.66015625,0.04058290794063603,0.3436484486007892,0.734347940208585,0.4837917979347379,101897,101897.0,101.897,33450.54296875,0.031373693858066216,0.315395300673946,0.6356821024544232,0.4110266250730538,48172,48172.0,48.172,20205.099609375,0.03181696435219905,0.316873738065186,0.8168067236963029,0.5805876722275015
BraTS20_Training_113,113,125680,125680.0,125.68,24772.041015625,0.11751663473790133,0.48981616696664576,0.7745626574286237,0.5722764416617697,6597,6597.0,6.597,3483.92724609375,0.11639601453802573,0.48825425496121705,0.6934564854282951,0.5716179272918198,4251,4251.0,4.251,4137.109375,0.028863139954180297,0.3067476128950871,0.7651918169850794,0.6559257941372804,2346,2346.0,2.346,3909.900390625,0.010413849785793163,0.21837542823247166,0.5794306455763734,0.4058836644398985,119083,119083.0,119.083,27435.388671875,0.0776637856833657,0.42665108269977015,0.7743180459623296,0.5579893396994599,4251,4251.0,4.251,4137.109375,0.028863139954180297,0.3067476128950871,0.7651918169850794,0.6559257941372804
BraTS20_Training_114,114,103304,103304.0,103.304,19043.892578125,0.17475092381687068,0.5590789747823618,0.8765680132858157,0.8140451844162299,51956,51956.0,51.956,9142.19140625,0.39955158759097265,0.7365308692071637,0.9191835202000228,0.8061306245529178,24144,24144.0,24.144,17953.6640625,0.01139230318209819,0.22501104921606147,0.9837708556034858,0.8547451101148712,27812,27812.0,27.812,10727.4814453125,0.07086364687599488,0.4138165283401267,0.8739222087269444,0.7738836239917208,51348,51348.0,51.348,21385.833984375,0.030487433438229888,0.31239707223834934,0.8103793253113949,0.5698622921566378,24144,24144.0,24.144,17953.6640625,0.01139230318209819,0.22501104921606147,0.9837708556034858,0.8547451101148712
BraTS20_Training_115,115,90608,90608.0,90.608,17861.548828125,0.1629401517952532,0.5461886932908505,0.7644871396352336,0.46758038803032226,19732,19732.0,19.732,4086.932373046875,0.6450631495265746,0.8640404562489997,0.8993120430988679,0.8445931617756903,14162,14162.0,14.162,6505.49951171875,0.08238717429580952,0.4351308441480072,0.9015857614744803,0.8344921836410972,5570,5570.0,5.57,2550.75634765625,0.2114247547830758,0.5957333938721625,0.8926929286133565,0.8436220407036513,70876,70876.0,70.876,20893.80859375,0.06228707499145201,0.39639908707135835,0.697006218024737,0.4245633530338371,14162,14162.0,14.162,6505.49951171875,0.08238717429580952,0.4351308441480072,0.9015857614744803,0.8344921836410972
BraTS20_Training_116,116,87535,87535.0,87.535,18703.876953125,0.13244053773276435,0.509730137548418,0.6482058989893296,0.4517147447693808,37144,37144.0,37.144,7276.982421875,0.40492606884197124,0.7398185998274711,0.7575313685075277,0.46886189968948816,20640,20640.0,20.64,14549.5673828125,0.015643053074384943,0.25009624600545705,0.760727591653722,0.49922671797083745,16504,16504.0,16.504,8573.8125,0.04887748579909926,0.36562533897812965,0.7070463837051796,0.39760872242869655,50391,50391.0,50.391,21315.048828125,0.02965509582779953,0.3095278829035649,0.6909251517939349,0.44699349747290684,20640,20640.0,20.64,14549.5673828125,0.015643053074384943,0.25009624600545705,0.760727591653722,0.49922671797083745
BraTS20_Training_117,117,78134,78134.0,78.134,17289.154296875,0.13360147082256815,0.5112151860975716,0.9563526992072298,0.6379926963774326,12700,12700.0,12.7,3427.749267578125,0.4529316560677739,0.7679699469598058,0.938217435491044,0.7186243484305911,9819,9819.0,9.819,5512.943359375,0.06507831534133297,0.40223399028544765,0.9353030021839737,0.7361086321074595,2881,2881.0,2.881,2187.043701171875,0.08973595862674034,0.44770179490915857,0.9246719351470568,0.591502951516738,65434,65434.0,65.434,20168.2578125,0.05902746872997802,0.3893600478450871,0.9521409116278994,0.6239505775407117,9819,9819.0,9.819,5512.943359375,0.06507831534133297,0.40223399028544765,0.9353030021839737,0.7361086321074595
BraTS20_Training_118,118,52485,52485.0,52.485,13359.462890625,0.13066394995853917,0.5074406572637657,0.8438176237260523,0.6408804316622813,10261,10261.0,10.261,2965.465087890625,0.456618288820572,0.7700479471017853,0.8699298580406293,0.80472664392946,8079,8079.0,8.079,4539.59130859375,0.0789073252460605,0.4289161911509934,0.8647200493010627,0.7778542583975513,2182,2182.0,2.182,1820.352783203125,0.08926787149357701,0.4469219927261966,0.8792558567537152,0.8145340377354046,42224,42224.0,42.224,14866.439453125,0.061369165801378585,0.39444223108283577,0.8635150426158714,0.6391150324306712,8079,8079.0,8.079,4539.59130859375,0.0789073252460605,0.4289161911509934,0.8647200493010627,0.7778542583975513
BraTS20_Training_119,119,32190,32190.0,32.19,13129.1552734375,0.05178261437083389,0.3727302646589458,0.4240242601758961,0.22831780070678212,7745,7745.0,7.745,2265.11328125,0.5837480436330382,0.8357476152361996,0.839189178042831,0.7173133281281241,4466,4466.0,4.466,4139.10009765625,0.03181061189985541,0.3168526480655568,0.8367239807060192,0.75904588379904,3279,3279.0,3.279,2122.24365234375,0.12721826751643545,0.5029403646379843,0.8486140605540228,0.5978004752445453,24445,24445.0,24.445,13795.501953125,0.025740675256102356,0.29526137996934887,0.4598716544636814,0.23510385540032988,4466,4466.0,4.466,4139.10009765625,0.03181061189985541,0.3168526480655568,0.8367239807060192,0.75904588379904
BraTS20_Training_120,120,123632,123632.0,123.632,18739.4453125,0.26269025880184516,0.6404442381241491,0.8127668935684916,0.6647056745485846,52448,52448.0,52.448,8467.55859375,0.5124312485531145,0.8002245455896143,0.8220074494779164,0.7326056636388727,19542,19542.0,19.542,18839.349609375,0.0064594073692428745,0.18623625285252007,0.8814311497755506,0.7782726535915255,32906,32906.0,32.906,14569.3125,0.03959910626534681,0.34084881992102806,0.7742922944387782,0.6553854391171796,71184,71184.0,71.184,24758.43359375,0.03776136257346045,0.33549229638861405,0.7058630142354608,0.5753836215472179,19542,19542.0,19.542,18839.349609375,0.0064594073692428745,0.18623625285252007,0.8814311497755506,0.7782726535915255
BraTS20_Training_121,121,145124,145124.0,145.124,25299.962890625,0.1470859538838906,0.5278660533682474,0.6617087008504259,0.629434803767953,32695,32695.0,32.695,5703.48681640625,0.6516189876596887,0.8669577041421527,0.8315393847962306,0.7884394238451782,17168,17168.0,17.168,10232.35546875,0.03111465040572349,0.3145248582180653,0.8642324945458911,0.7886117851145639,15527,15527.0,15.527,4546.552734375,0.2901220792320425,0.662003461700364,0.8012890209983239,0.7321766241094122,112429,112429.0,112.429,28340.20703125,0.06280583784045128,0.39749652640546956,0.6908004621768092,0.5925396139835425,17168,17168.0,17.168,10232.35546875,0.03111465040572349,0.3145248582180653,0.8642324945458911,0.7886117851145639
BraTS20_Training_122,122,16585,16585.0,16.585,4994.26953125,0.24972808972571314,0.629732051776297,0.7966946691110226,0.6747403305120412,5674,5674.0,5.674,1780.61962890625,0.6449374062481746,0.8639843096324068,0.8133576888609374,0.7650786858260794,3611,3611.0,3.611,2720.389404296875,0.07325109588552454,0.41841255614812856,0.832803049180382,0.7865166936475023,2063,2063.0,2.063,1106.824951171875,0.3549882732685468,0.7080620784543175,0.7454716577950957,0.6679185723935274,10911,10911.0,10.911,5204.9794921875,0.09548263968307376,0.45706167369414,0.8578569108094913,0.7680583488209751,3611,3611.0,3.611,2720.389404296875,0.07325109588552454,0.41841255614812856,0.832803049180382,0.7865166936475023
BraTS20_Training_123,123,137737,137737.0,137.737,29036.55078125,0.08764326242028202,0.44419416071259965,0.7269841566199855,0.5826468798643706,37258,37258.0,37.258,10936.3076171875,0.12002709565148291,0.49327953630717886,0.7963438085334288,0.672255469787039,25719,25719.0,25.719,14744.9697265625,0.023336132107136233,0.2857653874399328,0.8116418705535086,0.6848433812659508,11539,11539.0,11.539,7802.9951171875,0.0316960187213705,0.3164717181718633,0.806956760982927,0.6351726464301835,100479,100479.0,100.479,27356.935546875,0.055769999438909694,0.3820617377781911,0.6901269665563211,0.5103559729205173,25719,25719.0,25.719,14744.9697265625,0.023336132107136233,0.2857653874399328,0.8116418705535086,0.6848433812659508
BraTS20_Training_124,124,175363,175363.0,175.363,24931.306640625,0.22443634398138082,0.6077118830366062,0.8260413502484724,0.5770577534706063,80574,80574.0,80.574,11832.47265625,0.44321626877289416,0.7624392247669289,0.936110000076608,0.6323213677596864,42739,42739.0,42.739,27597.072265625,0.009829061530632082,0.21420882119462487,0.8537075619796632,0.6166053056019675,37835,37835.0,37.835,18574.037109375,0.025265094290108564,0.293431662660695,0.9334375193057858,0.6129794809977757,94789,94789.0,94.789,29120.900390625,0.041148485961106,0.34523749232238726,0.6925333337064898,0.49690383903473384,42739,42739.0,42.739,27597.072265625,0.009829061530632082,0.21420882119462487,0.8537075619796632,0.6166053056019675
BraTS20_Training_125,125,151285,151285.0,151.285,27519.6015625,0.12419888226028433,0.4989295529353145,0.6639122844849455,0.5133694571602085,35936,35936.0,35.936,9146.9921875,0.19084330023679189,0.5757389870774551,0.786319944400281,0.5164013623941003,31863,31863.0,31.863,12518.23046875,0.058532472772291365,0.38826861861730255,0.7749653158763892,0.5334911979921905,4073,4073.0,4.073,5373.7724609375,0.012090475282949114,0.22951678818621726,0.7804059602693266,0.38359532396639767,115349,115349.0,115.349,34832.41796875,0.03560649065424465,0.32898522260115587,0.6555296825196292,0.47321764444791775,31863,31863.0,31.863,12518.23046875,0.058532472772291365,0.38826861861730255,0.7749653158763892,0.5334911979921905
BraTS20_Training_126,126,38000,38000.0,38.0,11463.615234375,0.10840636041632572,0.4768168430067537,0.7390572400272923,0.5775941840497308,19712,19712.0,19.712,5928.3193359375,0.2109205942596994,0.5952594911358347,0.8471130475200347,0.5236126822555407,16152,16152.0,16.152,8588.1162109375,0.04658126171797977,0.3598076691734971,0.8245212564267398,0.5361552339956148,3560,3560.0,3.56,2959.98974609375,0.05526901817424926,0.3809142762759479,0.6744832850980025,0.35121173575712517,18288,18288.0,18.288,10779.453125,0.03019914272494878,0.31140927125832796,0.7730863911315239,0.45463423399743297,16152,16152.0,16.152,8588.1162109375,0.04658126171797977,0.3598076691734971,0.8245212564267398,0.5361552339956148
BraTS20_Training_127,127,43568,43568.0,43.568,8991.2900390625,0.29533954376258537,0.665948328529867,0.839309704384825,0.5412302251016495,6360,6360.0,6.36,2325.435546875,0.3637924521280455,0.7138679673108794,0.7810177333292324,0.5106731056672673,6204,6204.0,6.204,2496.158203125,0.2798850047396394,0.6541236885545442,0.7954896182957133,0.5167592041180744,156,156.0,0.156,284.45196533203125,0.11958446198483938,0.49267242039104236,0.4883217476939661,0.29278313823395413,37208,37208.0,37.208,10948.947265625,0.11929107007304411,0.49226917827116545,0.8227655335846302,0.5148950046124464,6204,6204.0,6.204,2496.158203125,0.2798850047396394,0.6541236885545442,0.7954896182957133,0.5167592041180744
BraTS20_Training_128,128,34459,34459.0,34.459,10069.6787109375,0.1315257757075655,0.5085538626459359,0.7681936620630179,0.6121808957632311,1391,1391.0,1.391,1203.5277099609375,0.12552734745259947,0.5007021434643626,0.46562346925654835,0.3187363283848805,1276,1276.0,1.276,1249.970703125,0.09428752153077138,0.4551467087680025,0.47850726398937526,0.3226883073448468,115,115.0,0.115,243.856201171875,0.10314463470792953,0.4689741238459761,0.26146055578785693,0.124906697080839,33068,33068.0,33.068,11070.70703125,0.09114695350197516,0.4500361345501648,0.771630687625924,0.6105135983082359,1276,1276.0,1.276,1249.970703125,0.09428752153077138,0.4551467087680025,0.47850726398937526,0.3226883073448468
BraTS20_Training_129,129,59335,59335.0,59.335,17897.05078125,0.06945921259752569,0.41106448077449753,0.8226890402484417,0.4641481499394259,8538,8538.0,8.538,5228.232421875,0.05768993059881368,0.3863966378471507,0.4127265548804217,0.3752044407808162,7133,7133.0,7.133,5512.9970703125,0.03434262885677121,0.3250457650953608,0.412855972769608,0.37741520589297356,1405,1405.0,1.405,2205.181640625,0.020819577776137896,0.27510003094228397,0.35680495526671835,0.31976554192988305,50797,50797.0,50.797,20103.296875,0.035919199013661016,0.32994550374557535,0.839851699738504,0.4601311071433598,7133,7133.0,7.133,5512.9970703125,0.03434262885677121,0.3250457650953608,0.412855972769608,0.37741520589297356
BraTS20_Training_130,130,111724,111724.0,111.724,22132.919921875,0.1302054574160748,0.506846434662909,0.5854570971447242,0.4787719166318899,58674,58674.0,58.674,9345.556640625,0.4770108357996064,0.7813448396111989,0.9057042866591877,0.7355243475177747,31485,31485.0,31.485,18743.484375,0.017025849229515003,0.2572584178667193,0.8610862064100402,0.7026502177764745,27189,27189.0,27.189,11351.5615234375,0.05715734154222545,0.3852038983867784,0.7395449278836965,0.6870779497544665,53050,53050.0,53.05,21616.9921875,0.03150919828062674,0.31584871744569226,0.9639431177276029,0.7059554197303436,31485,31485.0,31.485,18743.484375,0.017025849229515003,0.2572584178667193,0.8610862064100402,0.7026502177764745
BraTS20_Training_131,131,63061,63061.0,63.061,13901.984375,0.167395466508258,0.5511221897892011,0.9324814723910977,0.6239618061781836,9325,9325.0,9.325,4437.88720703125,0.11251781094375543,0.48277016692459757,0.40431440538264085,0.3149763804258953,8219,8219.0,8.219,4644.189453125,0.0762711949857403,0.4240855910812221,0.4116207489077748,0.31666595231619343,1106,1106.0,1.106,2990.86083984375,0.00517099369287492,0.17292508693557346,0.42494938509569424,0.32686715748360673,53736,53736.0,53.736,18277.9140625,0.05348144721809972,0.37676254073858817,0.938871942047434,0.6262247742443282,8219,8219.0,8.219,4644.189453125,0.0762711949857403,0.4240855910812221,0.4116207489077748,0.31666595231619343
BraTS20_Training_132,132,173928,173928.0,173.928,37321.37109375,0.06581404877781305,0.4037441129853136,0.9619162018478414,0.9097903189531733,25664,25664.0,25.664,6566.60986328125,0.26307369376136497,0.6407556940662807,0.7668588206828573,0.6560591499439163,21250,21250.0,21.25,7850.06640625,0.10557236496175817,0.4726250650516401,0.7489764697713236,0.6204550504201353,4414,4414.0,4.414,7644.2841796875,0.004932948253952062,0.1702297729649042,0.7450874040956854,0.6775761492482401,148264,148264.0,148.264,41978.2421875,0.033608648799788726,0.3227134137767532,0.957744122402533,0.8389933358191393,21250,21250.0,21.25,7850.06640625,0.10557236496175817,0.4726250650516401,0.7489764697713236,0.6204550504201353
BraTS20_Training_133,133,120674,120674.0,120.674,15573.2978515625,0.43605173712615086,0.7583086447415914,0.8603952186791584,0.6898067782927014,75471,75471.0,75.471,14252.4892578125,0.22250532828464525,0.6059639740522589,0.7867945654093375,0.6841307106520144,17816,17816.0,17.816,11427.732421875,0.02405429278259444,0.2886672606454837,0.630886652448409,0.5547933068582379,57655,57655.0,57.655,20388.740234375,0.04435628326437392,0.3539851549425402,0.8022087112816955,0.7192771283786535,45203,45203.0,45.203,27878.9140625,0.010664962468359358,0.22011675942936032,0.843888070341547,0.6086616032645392,17816,17816.0,17.816,11427.732421875,0.02405429278259444,0.2886672606454837,0.630886652448409,0.5547933068582379
BraTS20_Training_134,134,80682,80682.0,80.682,21692.525390625,0.07212325864397011,0.4162540258552478,0.9146513671192383,0.4635235560800995,45266,45266.0,45.266,13511.36328125,0.0939505005924082,0.4546037698375868,0.7884053772771903,0.5088554459279759,18354,18354.0,18.354,18660.966796875,0.005862885434023117,0.18031719210146466,0.9684413909509161,0.5619919803669452,26912,26912.0,26.912,12334.46484375,0.04364991348726156,0.35209603065831313,0.6007327533597258,0.4388029533704495,35416,35416.0,35.416,24370.435546875,0.009800799813467258,0.21400331765802547,0.8914102159431505,0.36395042684566425,18354,18354.0,18.354,18660.966796875,0.005862885434023117,0.18031719210146466,0.9684413909509161,0.5619919803669452
BraTS20_Training_135,135,217380,217380.0,217.38,31255.087890625,0.17503680153245632,0.5593836773091209,0.7444358655838876,0.6885868691730759,107445,107445.0,107.445,21638.326171875,0.12887058647930066,0.5051084124717593,0.7350802890547048,0.5869884565407746,43379,43379.0,43.379,23021.2578125,0.017443125293102026,0.2593431411981947,0.8974499865183183,0.7690170213135057,64066,64066.0,64.066,39299.14453125,0.007648183550936036,0.19702413706963562,0.7108408580967392,0.4602478171584249,109935,109935.0,109.935,49056.578125,0.011577974295458498,0.22622687358719992,0.8803629323332567,0.6873042446653176,43379,43379.0,43.379,23021.2578125,0.017443125293102026,0.2593431411981947,0.8974499865183183,0.7690170213135057
BraTS20_Training_136,136,61085,61085.0,61.085,17284.91796875,0.08171834481068649,0.43395016100139944,0.478787662854335,0.44020501688846775,26191,26191.0,26.191,7538.08251953125,0.18112311241561044,0.5657935047480558,0.42617882577230415,0.2573485191817883,21677,21677.0,21.677,12360.259765625,0.028142840834451368,0.30417438933277335,0.4371732284280646,0.2713338831323607,4514,4514.0,4.514,5531.623046875,0.013615003294317456,0.23878438151793768,0.3323803674167273,0.17979012477577527,34894,34894.0,34.894,18885.615234375,0.02044374592348681,0.2734346144485717,0.5456426836009892,0.3604896134738295,21677,21677.0,21.677,12360.259765625,0.028142840834451368,0.30417438933277335,0.4371732284280646,0.2713338831323607
BraTS20_Training_137,137,187570,187570.0,187.57,31744.04296875,0.1243919898972665,0.49918800189502144,0.6342117762309333,0.49694220204155803,57699,57699.0,57.699,9857.662109375,0.393067523737526,0.7325248928550174,0.8703257257938805,0.6298448885093391,36577,36577.0,36.577,22066.5625,0.014082004677915743,0.24148388902386372,0.8628383407629292,0.6682999194102585,21122,21122.0,21.122,19433.08203125,0.006875390951644654,0.1901512272619189,0.8806613902998155,0.5231844810518769,129871,129871.0,129.871,39235.625,0.03158166463692982,0.31609066670404273,0.5975565791144754,0.45351668900408876,36577,36577.0,36.577,22066.5625,0.014082004677915743,0.24148388902386372,0.8628383407629292,0.6682999194102585
BraTS20_Training_138,138,210327,210327.0,210.327,31825.416015625,0.1552101647727071,0.5374112084347434,0.6657109086984532,0.6416740375341774,76709,76709.0,76.709,12360.9072265625,0.35236598276655257,0.7063142881104006,0.9394144894422612,0.6756519488525048,42366,42366.0,42.366,18060.1328125,0.034460730386330005,0.3254179408461986,0.7581143287750883,0.6836131382380041,34343,34343.0,34.343,24472.91015625,0.009100641060747755,0.20878085024446125,0.8787767026706519,0.5332675275084224,133618,133618.0,133.618,32916.8125,0.05661467079733414,0.3839809352815553,0.6591160382096889,0.49895309697278223,42366,42366.0,42.366,18060.1328125,0.034460730386330005,0.3254179408461986,0.7581143287750883,0.6836131382380041
BraTS20_Training_139,139,20487,20487.0,20.487,6941.4619140625,0.14192414053516356,0.5216174251036599,0.8590875649606341,0.8412133538334631,4880,4880.0,4.88,1927.2574462890625,0.3762468048477294,0.7219231027234109,0.7327517333907871,0.5565888366700665,4467,4467.0,4.467,2527.48876953125,0.13977083984887068,0.5189659429080531,0.7307369243040711,0.5589084736991419,413,413.0,0.413,751.244140625,0.045499768146163404,0.35700124270494965,0.7705221899156939,0.4456204321340165,15607,15607.0,15.607,7768.275390625,0.058764817885021324,0.38878168545621394,0.8251211913113117,0.6582778997020884,4467,4467.0,4.467,2527.48876953125,0.13977083984887068,0.5189659429080531,0.7307369243040711,0.5589084736991419
