feature,group1,group2,n1,n2,mean1,mean2,median1,median2,test,pval,effect,normal,equal_var,qval
flair_ET_glszm_ZoneVariance,High,Low,79,79,88926.12910060218,209522.6550228263,4519.964883468179,10790.772133923876,mannwhitney,0.03821141668067033,-0.19115526357955456,False,True,0.17966069597227455
flair_ED_firstorder_Minimum,High,Low,79,79,217.4912569070164,162.48645714868474,137.0,95.0,mannwhitney,0.039019599600918095,0.1716071142445121,False,True,0.1828191030252806
flair_ET_glszm_LargeAreaEmphasis,High,Low,79,79,90744.21197713364,212300.26259647525,4582.914285714286,10858.302285909243,mannwhitney,0.04122277489133413,-0.1882711103989745,False,True,0.19246870506755306
flair_NCR_glszm_SizeZoneNonUniformity,High,Low,79,78,298.4944743748318,387.22531752222807,171.491921005386,222.33955979950613,mannwhitney,0.042257522028430604,-0.18792599805258034,False,True,0.19661485943783685
t1_ET_glrlm_ShortRunLowGrayLevelEmphasis,High,Low,79,79,0.025701403765650815,0.01633174756179639,0.0182286823020523,0.0120463437934507,mannwhitney,0.042980967667991365,0.18666880307643005,False,True,0.1986017126727877
t1ce_ET_ngtdm_Busyness,High,Low,79,79,6.8420256095737635,19.644872829792845,1.9075237656433024,3.250498789831886,mannwhitney,0.042980967667991365,-0.18666880307643005,False,True,0.1986017126727877
t1_NCR_glszm_HighGrayLevelZoneEmphasis,High,Low,79,78,215.28354068246438,173.88590094255036,46.09863945578231,61.82971802649985,mannwhitney,0.043337477342440776,-0.186952288218111,False,True,0.19887746451668029
t1ce_NCR_glszm_SizeZoneNonUniformity,High,Low,79,78,1011.2639090354375,1218.4301900248906,326.8871548619448,545.9751154474491,mannwhitney,0.043337477342440776,-0.186952288218111,False,True,0.19887746451668029
WT_compactness,High,Low,79,79,0.15318647207781363,0.12231831907677301,0.1324405377327643,0.1046053687368046,mannwhitney,0.04707302464729038,0.18314372696683223,False,True,0.21528277483743724
t1_ED_ngtdm_Contrast,High,Low,79,79,0.021060770107100744,0.015780826880265716,0.0154519514180051,0.0133527914759028,mannwhitney,0.048244306273446586,0.18218234257330557,False,True,0.21914362849633362
t2_ET_glszm_SizeZoneNonUniformity,High,Low,79,79,1402.1049829269543,1737.7856723880816,344.880073800738,656.5326370757181,mannwhitney,0.048244306273446586,-0.18218234257330557,False,True,0.21914362849633362
t1ce_ET_glcm_Idmn,High,Low,79,79,0.9832593936413233,0.9861265219065508,0.9846896730830444,0.9875872239696254,mannwhitney,0.04864013411167318,-0.18186188110879667,False,True,0.22019520172176374
t1ce_ET_gldm_SmallDependenceLowGrayLevelEmphasis,High,Low,79,79,0.004178524376747106,0.002959317012595568,0.00261947532663,0.0019471469098939,mannwhitney,0.05066040216736376,0.1802595737862522,False,True,0.22856881785948635
WT_sphericity,High,Low,79,79,0.5104434187744561,0.4765359951880302,0.509730137548418,0.4711776244403665,t,0.05176245559458687,0.3118788024462477,True,True,0.23052133030119434
flair_ET_firstorder_90Percentile,High,Low,79,79,642.5298011490063,548.473123516614,541.0,495.0,mannwhitney,0.05190311521515468,0.17080596058323985,False,True,0.23052133030119434
flair_NCR_glcm_Idmn,High,Low,79,78,0.9929268156207656,0.9936007691680752,0.9943312429614436,0.995746351517366,mannwhitney,0.05199126533046442,-0.1798117494320026,False,True,0.23052133030119434
t2_ED_shape_LeastAxisLength,High,Low,79,79,38.398557783724826,41.51367085566885,37.32532711444328,40.83613912067206,t,0.05229737642653961,-0.3111604524508223,True,True,0.23052133030119434
t1_ED_shape_LeastAxisLength,High,Low,79,79,38.398557783724826,41.51367085566885,37.32532711444328,40.83613912067206,t,0.05229737642653961,-0.3111604524508223,True,True,0.23052133030119434
flair_ED_shape_LeastAxisLength,High,Low,79,79,38.398557783724826,41.51367085566885,37.32532711444328,40.83613912067206,t,0.05229737642653961,-0.3111604524508223,True,True,0.23052133030119434
t1ce_ED_shape_LeastAxisLength,High,Low,79,79,38.398557783724826,41.51367085566885,37.32532711444328,40.83613912067206,t,0.05229737642653961,-0.3111604524508223,True,True,0.23052133030119434
t1_NCR_glszm_ZoneEntropy,High,Low,79,78,5.448284613246961,5.594277265050536,5.312008892793758,5.562750021346537,mannwhitney,0.05414780819459017,-0.17818889970788704,False,False,0.23789528846147814
t1_ET_gldm_LargeDependenceHighGrayLevelEmphasis,High,Low,79,79,11031.288397688733,14251.710222512254,6570.481737991062,8448.167496670334,mannwhitney,0.05491218430994963,-0.1770549591411633,False,True,0.24046512083441995
t1_ET_gldm_SmallDependenceLowGrayLevelEmphasis,High,Low,79,79,0.0021034429983596394,0.0012718091275735,0.0013403286472255,0.0009457129235564,mannwhitney,0.055353268059746406,0.1767344976766544,False,False,0.24160709837153155
t2_ET_gldm_LargeDependenceHighGrayLevelEmphasis,High,Low,79,79,13739.72982423564,18442.005343210476,9981.125980485938,15482.31873940361,mannwhitney,0.05579730064032545,-0.1764140362121455,False,True,0.24275448979881853
t1_ET_gldm_LowGrayLevelEmphasis,High,Low,79,79,0.036566526840672846,0.024194464416662783,0.0230763592135212,0.0146447132751779,mannwhitney,0.05624429636036822,0.1760935747476366,False,True,0.24390730460483304
t1_ET_glrlm_LowGrayLevelRunEmphasis,High,Low,79,79,0.03727265376396939,0.025238798372833132,0.0230587540350846,0.0151177475661185,mannwhitney,0.058989300820500634,0.17417080596058324,False,True,0.2548833681940748
t1ce_NCR_gldm_SmallDependenceLowGrayLevelEmphasis,High,Low,79,78,0.0042337202721171655,0.0034237914365404876,0.0027425424637109,0.0020700351776217,mannwhitney,0.059155766797281545,0.17461863031483285,False,True,0.2548833681940748
t1_NCR_glrlm_ShortRunHighGrayLevelEmphasis,High,Low,79,78,173.2111100821417,137.44449285143907,28.72920598745259,37.664057228304166,mannwhitney,0.061069648181393286,-0.1733203505355404,False,True,0.2622863094970096
t1_NCR_ngtdm_Strength,High,Low,79,78,0.7350856341908955,0.9325953374343394,0.1777300481274046,0.0828080556094458,mannwhitney,0.06454225418258552,0.17104836092177864,False,True,0.2763150818040403
flair_ET_firstorder_RootMeanSquared,High,Low,79,79,528.5389890352291,452.28243249357035,439.470607272435,404.2665522892304,mannwhitney,0.06481336158876257,0.17032526838647652,False,True,0.27659205263994213
flair_ET_glszm_SizeZoneNonUniformity,High,Low,79,79,518.3501153954948,658.0218162577756,240.4346978557505,350.676206050695,mannwhitney,0.0663412669734548,-0.16936388399294985,False,True,0.2822136436331093
flair_NCR_glszm_LargeAreaLowGrayLevelEmphasis,High,Low,79,78,598.136726886784,8951.490885690555,19.636571694574425,33.576645063204225,mannwhitney,0.06764701727252292,-0.16910094125283998,False,True,0.2868576048898124
flair_ET_firstorder_10Percentile,High,Low,79,79,401.9132587674298,343.3363591061363,320.0,298.0,mannwhitney,0.06948209395295374,0.15958980932542863,False,True,0.2922219339996397
t1ce_ET_glszm_SmallAreaLowGrayLevelEmphasis,High,Low,79,79,0.019023170575442044,0.02503170290155157,0.0072631793535814,0.0044096097776,mannwhitney,0.06948612362646905,0.1674411152058965,False,True,0.2922219339996397
t1_NCR_glszm_SmallAreaHighGrayLevelEmphasis,High,Low,79,78,138.87057488950697,105.78012262474651,26.76306358216775,33.74720633897023,mannwhitney,0.06978434244767515,-0.16780266147354755,False,True,0.2922219339996397
t1_NCR_glcm_ClusterShade,High,Low,79,78,627.2429471055755,2.8171911999562123,4.200525105190137,1.1946304705835402,mannwhitney,0.06978434244767515,0.16780266147354755,False,True,0.2922219339996397
flair_ET_glcm_SumSquares,High,Low,79,79,17.509034477126953,13.165120171650596,11.241308640056534,8.806344646725002,mannwhitney,0.07164993641422528,0.16615926934786093,False,True,0.2990994230375759
flair_NCR_glcm_InverseVariance,High,Low,79,78,0.4202761320199334,0.4285827044506944,0.4283111585178278,0.4440820216147348,mannwhitney,0.07422534175525833,-0.16520610191496268,False,True,0.3088880681740564
flair_ET_firstorder_Mean,High,Low,79,79,518.4382438868083,443.6966057466683,432.37960644844287,395.714810597108,mannwhitney,0.07614321949335164,0.16359557763178978,False,True,0.31588827901266625
flair_ET_glcm_ClusterTendency,High,Low,79,79,62.85406050404504,46.83732217652348,39.3246726241125,31.117910192167624,mannwhitney,0.07847459761197319,0.16231373177375422,False,True,0.32455543456803726
t1_NCR_glcm_Imc1,High,Low,79,78,-0.24546411391699674,-0.2709408561214908,-0.2226826094497862,-0.27582035700775487,mannwhitney,0.07889467374419312,0.1626095423563778,False,True,0.32528880866836546
t1ce_NCR_glrlm_LongRunHighGrayLevelEmphasis,High,Low,79,78,473.0524201432498,457.31947649135736,127.50361943479162,164.96692657121514,mannwhitney,0.08009860535108682,-0.16196040246673157,False,True,0.329239666167044
flair_ET_firstorder_MeanAbsoluteDeviation,High,Low,79,79,74.50547686663167,64.1786886651142,66.47733415004646,60.7322824284037,mannwhitney,0.0820802751523499,0.16039096298670086,False,True,0.3363534211136051
t1_NCR_firstorder_Skewness,High,Low,79,78,0.260779573753519,0.07661926690896932,0.3410343482751604,0.10972523671560311,mannwhitney,0.08317382878359135,0.16033755274261605,False,True,0.33979552003052566
t1_NCR_glcm_Idn,High,Low,79,78,0.9476093601706465,0.9529548203078104,0.9490704094945852,0.9530234054614689,mannwhitney,0.08443039942286777,-0.1596884128529698,False,True,0.34231884464101436
flair_ET_firstorder_RobustMeanAbsoluteDeviation,High,Low,79,79,50.49947360154155,43.50063069022636,45.65227794370817,40.63147987768762,mannwhitney,0.08455786386281772,0.15910911712866527,False,True,0.34231884464101436
mean_brainrest_t2,High,Low,79,79,0.306204462164565,0.32177949649623677,0.2958812415599823,0.3198882043361664,mannwhitney,0.08455786386281772,-0.15910911712866527,False,True,0.34231884464101436
flair_ED_glrlm_GrayLevelNonUniformity,High,Low,79,79,3813.827650021714,4453.930599458541,2915.579146110276,4056.4968537280297,mannwhitney,0.08581915865430972,-0.1584681941996475,False,True,0.3463785319179971
flair_ET_gldm_GrayLevelVariance,High,Low,79,79,18.35667761924817,13.7021676798695,12.182688951038848,9.552060443451625,mannwhitney,0.08645548355980882,0.1581477327351386,False,True,0.34789894285328476
flair_NCR_glcm_Idn,High,Low,79,78,0.9499747492762214,0.9535935241887002,0.953202194161923,0.9570464127108977,mannwhitney,0.08698961504362554,-0.15839013307367739,False,True,0.34835013591012726
t1ce_NCR_glszm_SmallAreaLowGrayLevelEmphasis,High,Low,79,78,0.020581553749310033,0.01730028122694745,0.0118423386093837,0.008156726139185801,mannwhitney,0.08763910762263133,0.15806556312885428,False,True,0.34835013591012726
flair_ET_firstorder_Variance,High,Low,79,79,11420.717940939243,8513.071967007318,7529.391556789638,5916.20345051454,mannwhitney,0.08773956322819393,0.1575068098061208,False,True,0.34835013591012726
flair_ET_firstorder_Median,High,Low,79,79,514.9976148001755,441.8375657479974,421.0,390.0,mannwhitney,0.08805935010849299,0.1482134273353629,False,True,0.34835013591012726
flair_NCR_glrlm_ShortRunEmphasis,High,Low,79,78,0.8238503287215213,0.8043106136189199,0.851864389771632,0.8306853170222128,mannwhitney,0.08829250646744395,0.15774099318403115,False,True,0.34835013591012726
t2_NCR_ngtdm_Strength,High,Low,79,78,4.806151247386239,2.655660786748311,1.608627146080894,1.2243831909496277,mannwhitney,0.08829250646744395,0.15774099318403115,False,True,0.34835013591012726
flair_ET_glrlm_GrayLevelVariance,High,Low,79,79,19.249045986766852,14.351548580157997,12.935976960767686,10.16306850388828,mannwhitney,0.08838734791749497,0.1571863483416119,False,True,0.34835013591012726
t1ce_NCR_glcm_Idmn,High,Low,79,78,0.9853878571806155,0.9874908005014447,0.9872610051147628,0.9899807718205508,mannwhitney,0.08894982696984712,-0.15741642323920804,False,True,0.349538909500279
t1_ET_glrlm_LongRunHighGrayLevelEmphasis,High,Low,79,79,546.071863704759,860.2111084466046,211.63159687612097,273.310413869498,mannwhitney,0.09303047347909658,-0.15494311809004968,False,True,0.36450536392394567
t1ce_ET_glszm_LowGrayLevelZoneEmphasis,High,Low,79,79,0.031697978526586394,0.043695686426914085,0.0121900329645168,0.006579388250295,mannwhitney,0.0950794017858015,0.153981733696523,False,True,0.37144722563549276
flair_NCR_glrlm_RunLengthNonUniformityNormalized,High,Low,79,78,0.6516628734990001,0.6224420652745646,0.6829855873188829,0.6466633755616787,mannwhitney,0.09714915683388253,0.15352158390133075,False,True,0.3784298551087285
flair_ED_firstorder_10Percentile,High,Low,79,79,403.86577534735954,342.59672465264043,291.0,266.0,mannwhitney,0.09892363483875014,0.14004165999038615,False,True,0.38422513241717443
flair_ET_glszm_LargeAreaLowGrayLevelEmphasis,High,Low,79,79,1844.4128616573248,11312.483044042872,27.2069320547836,45.38058463772221,mannwhitney,0.10072025954162867,-0.15141804198045186,False,True,0.3900726814617989
t1_ED_glrlm_GrayLevelNonUniformity,High,Low,79,79,4672.749861559244,5255.356160677048,3392.7261608848494,4809.19092830048,mannwhitney,0.10144374116080494,-0.15109758051594296,False,True,0.39174240102443403
t1ce_ED_glszm_GrayLevelNonUniformity,High,Low,79,79,201.3129385516141,235.2782874606378,162.9639855942377,216.7940530495016,mannwhitney,0.10217135530329646,-0.15077711905143407,False,True,0.39341843708740587
flair_NCR_glrlm_LongRunEmphasis,High,Low,79,78,2.72318823781158,5.01255008692045,1.9985921743431068,2.256776287215744,mannwhitney,0.10594190528588554,-0.14962674456345343,False,True,0.4067683469429416
t1_ET_glszm_SmallAreaHighGrayLevelEmphasis,High,Low,79,79,179.831628675855,346.7257267521409,30.33934656782272,39.48672397628094,mannwhitney,0.10967802312515844,-0.14757250440634515,False,True,0.41991014567917806
flair_NCR_glrlm_RunPercentage,High,Low,79,78,0.7642662320812842,0.7404703893406858,0.7980203207155288,0.7682128597301444,mannwhitney,0.11135549901375208,0.14735475494969166,False,True,0.42511785948270026
t1ce_ET_glrlm_ShortRunLowGrayLevelEmphasis,High,Low,79,79,0.018899367824837546,0.021983053578188482,0.0091835265150513,0.0057679593671205,mannwhitney,0.11359146101654413,0.14597019708380068,False,True,0.43176636073533864
t1_NCR_glcm_Imc2,High,Low,79,78,0.7868696342684359,0.8224898437793832,0.795681066794772,0.8499170697207611,mannwhitney,0.11374143682057801,-0.14638104511522232,False,True,0.43176636073533864
flair_ED_ngtdm_Coarseness,High,Low,79,79,0.0004552508254400178,0.00041992915814013227,0.0003649528322134,0.0002853489904105,mannwhitney,0.11438718959496036,0.1456497356192918,False,True,0.4329910566588895
flair_ET_gldm_SmallDependenceLowGrayLevelEmphasis,High,Low,79,79,0.0017952259154166072,0.0009632213273638327,0.0009706888439985,0.0008284800402029,mannwhitney,0.11518729886850489,0.1453292741547829,False,False,0.43479149432055364
t1_ET_glcm_SumAverage,High,Low,79,79,23.21869672552037,24.856962202516964,14.395002838313884,17.883623205039004,mannwhitney,0.11680071702562786,-0.1446883512257651,False,True,0.43841165494213263
t1_ET_glcm_JointAverage,High,Low,79,79,11.609348362760187,12.428481101258486,7.19750141915694,8.941811602519504,mannwhitney,0.11680071702562786,-0.1446883512257651,False,True,0.43841165494213263
t1_ED_glcm_Idmn,High,Low,79,79,0.995545364527131,0.995949722546967,0.9955421231721664,0.996164475141592,mannwhitney,0.11761405460197054,-0.1443678897612562,False,True,0.4397262531283951
t1_NCR_glrlm_LongRunLowGrayLevelEmphasis,High,Low,79,78,0.2864440666403754,0.3870779719869088,0.1317266165603219,0.09123827883211375,mannwhitney,0.11780725736798048,0.1447581953911068,False,True,0.4397262531283951
flair_ET_glcm_ClusterProminence,High,Low,79,79,28561.234067775924,23213.890132290864,5385.458502652309,3789.282753148672,mannwhitney,0.11843183025762076,0.14404742829674733,False,True,0.44082959040336617
t1ce_ET_glszm_LargeAreaHighGrayLevelEmphasis,High,Low,79,79,1358819.1062506116,1478362.6202501617,17808.24543579264,27135.403395784542,mannwhitney,0.11925405826636011,-0.14372696683223843,False,True,0.4426604932878741
flair_ET_firstorder_Maximum,High,Low,79,79,908.35107421875,789.7515343774724,803.0,722.0,mannwhitney,0.12049098080005202,0.13619612241627943,False,True,0.44601633776814836
t1ce_NCR_glrlm_ShortRunLowGrayLevelEmphasis,High,Low,79,78,0.026862862421420632,0.02258146588355423,0.0202344956540162,0.01388003414203855,mannwhitney,0.12198624821836933,0.14313534566699124,False,True,0.4502762907522474
flair_ET_glrlm_GrayLevelNonUniformityNormalized,High,Low,79,79,0.09877615195330766,0.10916847201677869,0.084468925138035,0.0937082113793814,mannwhitney,0.12258777823428764,-0.14244512097420287,False,True,0.4502762907522474
flair_NCR_glrlm_RunVariance,High,Low,79,78,0.755768209493092,1.8798094733492154,0.4063999114435588,0.5077142888932866,mannwhitney,0.12283578794332849,-0.14281077572216813,False,True,0.4502762907522474
flair_ET_firstorder_InterquartileRange,High,Low,79,79,118.95179178744932,103.28750243368027,109.0,96.0,mannwhitney,0.12298591225024069,0.12081397211985259,False,True,0.4502762907522474
t1_NCR_gldm_DependenceEntropy,High,Low,79,78,6.476060869757541,6.581506268054498,6.3780506735861255,6.644875080582788,mannwhitney,0.12368994213389224,-0.14248620577734503,False,True,0.4516199522054921
t1_NCR_firstorder_Range,High,Low,79,78,457.27149635025216,406.56940088516626,282.0,315.0,mannwhitney,0.12411175558217867,-0.12723141837065888,False,True,0.4519286752177158
t1ce_ET_glrlm_LowGrayLevelRunEmphasis,High,Low,79,79,0.02244676820844755,0.02865013393250087,0.0096631377929283,0.0062682168695912,mannwhitney,0.12599386959811068,0.14116327511616727,False,True,0.45753871344571356
t1ce_ET_gldm_LowGrayLevelEmphasis,High,Low,79,79,0.02180714397774116,0.027659244420521,0.0094900266354541,0.0060113423295402,mannwhitney,0.1268568058851532,0.14084281365165838,False,True,0.4594273510435277
TC_flatness,High,Low,79,79,0.6087848240752174,0.5804213477886204,0.6264890758389327,0.6059518592024231,mannwhitney,0.12772433548528203,0.1405223521871495,False,True,0.461322397709644
flair_ET_glcm_SumEntropy,High,Low,79,79,4.571393538236076,4.398559605372559,4.620085649885671,4.488271066745847,mannwhitney,0.12859647230148405,0.1402018907226406,False,True,0.4632238518386791
t2_ET_firstorder_Energy,High,Low,79,79,29959984380.720642,33529507833.527565,4752809275.0,8238554318.0,mannwhitney,0.1294732301988566,-0.1398814292581317,False,True,0.46388804402798883
t2_ET_firstorder_TotalEnergy,High,Low,79,79,29959984380.720642,33529507833.527565,4752809275.0,8238554318.0,mannwhitney,0.1294732301988566,-0.1398814292581317,False,True,0.46388804402798883
t1_ET_glcm_Autocorrelation,High,Low,79,79,281.28189041833565,509.4841138872314,55.19016064918354,83.28586274299725,mannwhitney,0.13035462300390288,-0.13956096779362281,False,True,0.46580051953394624
flair_ET_glcm_Idn,High,Low,79,79,0.9479844076197269,0.9531633048536501,0.9482877202159364,0.9548635615071924,mannwhitney,0.1312406645038242,-0.13924050632911392,False,False,0.4677193894551182
t1ce_NCR_glszm_ZoneVariance,High,Low,79,78,29654.385795050584,239890.65540824115,950.504509960461,2887.490496132572,mannwhitney,0.13248844677954935,-0.13924050632911392,False,True,0.47033203967991355
t1_ED_glcm_Idn,High,Low,79,79,0.9601281261016519,0.9629096272270214,0.9604952755154896,0.9637330646480058,t,0.1327147817748457,-0.24047782491538575,True,True,0.47033203967991355
t1_ET_glrlm_HighGrayLevelRunEmphasis,High,Low,79,79,288.22287140632864,513.4285132726854,58.968957514703,82.01820254719095,mannwhitney,0.13302674853633376,-0.13859958340009615,False,True,0.47033203967991355
flair_ET_firstorder_Entropy,High,Low,79,79,3.723513711044329,3.5536639316609295,3.776414261339713,3.63735308510172,mannwhitney,0.13392681844042625,0.13827912193558725,False,True,0.4722682545004505
t1_NCR_gldm_LargeDependenceLowGrayLevelEmphasis,High,Low,79,78,8.584790960251429,7.644065667447367,4.053665407588156,2.950715564701669,mannwhitney,0.13430495385104146,0.1385913664394677,False,True,0.47235863034224557
flair_NCR_gldm_LargeDependenceEmphasis,High,Low,79,78,78.51034548789013,90.61297235973775,54.018768419419885,66.58948442246748,mannwhitney,0.1370657468765814,-0.1376176566049984,False,True,0.47955117706166867
flair_NCR_gldm_SmallDependenceEmphasis,High,Low,79,78,0.12477585551106793,0.10971383954425938,0.1085053949324119,0.09923924325400355,mannwhitney,0.1370657468765814,0.1376176566049984,False,True,0.47955117706166867
flair_NCR_firstorder_Median,High,Low,79,78,517.0807037353516,454.68168366261017,419.0,390.0,mannwhitney,0.1393956895126661,0.1306394027913015,False,True,0.48474762950839406
t1ce_ED_glrlm_GrayLevelNonUniformity,High,Low,79,79,4841.138975381593,5392.137717365483,3381.359514136295,4837.241404446446,mannwhitney,0.13942648379086628,-0.1363563531485339,False,True,0.48474762950839406
t1ce_NCR_glszm_LowGrayLevelZoneEmphasis,High,Low,79,78,0.03509699624564691,0.03067840349912893,0.018700097115294,0.01275429833752975,mannwhitney,0.13987011233265242,0.13664394677052905,False,True,0.48474762950839406
mean_tumor_t1,High,Low,79,79,0.5775652490084684,0.6040810312651381,0.5759984254837036,0.6078261137008667,t,0.14024805051236894,-0.23586869799571436,True,True,0.48474762950839406
t2_ED_glcm_ClusterShade,High,Low,79,79,1703.520400170635,1942.5327887742337,13.085689296258776,100.96046193898206,mannwhitney,0.14035976138004247,-0.136035891684025,False,True,0.48474762950839406
flair_NCR_firstorder_10Percentile,High,Low,79,78,403.9574181665348,358.9914311335637,323.0,301.5,mannwhitney,0.14175728561983877,0.12398571892242778,False,True,0.48708683874281666
t1ce_NCR_glszm_LargeAreaEmphasis,High,Low,79,78,30051.70115691839,241676.76609692106,976.7692307692308,2908.981310012007,mannwhitney,0.1417640799326108,-0.13599480688088283,False,True,0.48708683874281666
t1_ET_gldm_HighGrayLevelEmphasis,High,Low,79,79,287.4704617225779,512.8520398433548,56.59941782355576,82.1401936273206,mannwhitney,0.1422407224866565,-0.1353949687550072,False,True,0.48747459880337524
t1_NCR_ngtdm_Busyness,High,Low,79,78,9.443034888026666,18.78995873081731,5.2513983616417725,8.194076685522312,mannwhitney,0.14271842192987644,-0.13567023693605973,False,True,0.4878639933317205
flair_ET_glcm_Contrast,High,Low,79,79,7.182077404462784,5.823158510078912,5.728228330846386,4.58158414594866,mannwhitney,0.14414097965222622,0.13475404582598943,False,True,0.4914730603918146
t1_ET_firstorder_Range,High,Low,79,79,572.8528413410428,548.2604204008851,309.56971740722656,369.0,mannwhitney,0.14702408480775178,-0.13090850825188272,False,True,0.49877776895978276
flair_ED_firstorder_Mean,High,Low,79,79,500.3669877907021,429.15303536110844,393.2521422450728,370.5892857142857,mannwhitney,0.14702777517844343,0.13379266143246274,False,True,0.49877776895978276
flair_ED_firstorder_Median,High,Low,79,79,499.07297989084753,426.5744829781448,391.0,369.0,mannwhitney,0.14750824947231483,0.12369812530043263,False,True,0.4990720471204101
t1_ET_glszm_LargeAreaLowGrayLevelEmphasis,High,Low,79,79,10242.082396823907,54261.022947024765,587.8027797907146,1238.6649436840285,mannwhitney,0.14799980171541424,-0.13347219996795384,False,True,0.4990720471204101
flair_NCR_glcm_Idm,High,Low,79,78,0.5515489188363971,0.577841404836549,0.524209702449523,0.5519343545463811,mannwhitney,0.14854834020231952,-0.13372281726712107,False,True,0.4990720471204101
t1_ET_glszm_ZoneEntropy,High,Low,79,79,5.845310601296231,5.970268023915874,5.676727853801703,5.87519624022999,mannwhitney,0.1489767304837045,-0.13315173850344497,False,True,0.4990720471204101
t1_ED_gldm_GrayLevelNonUniformity,High,Low,79,79,9605.157398335929,10751.533160383926,5630.069402614596,8707.300191298376,mannwhitney,0.1489767304837045,-0.13315173850344497,False,True,0.4990720471204101
flair_NCR_glcm_Id,High,Low,79,78,0.5924002038009706,0.6142545210465655,0.56935268659808,0.5913435746568881,mannwhitney,0.1505315352819858,-0.13307367737747486,False,True,0.5030230854809501
flair_NCR_glszm_ZonePercentage,High,Low,79,78,0.1337306109905573,0.11537729812654096,0.1035632621951219,0.0967302668212098,mannwhitney,0.15153067155249464,0.13274910743265173,False,True,0.5051022385083155
t2_ET_glszm_ZoneVariance,High,Low,79,79,25765.984487385962,156494.5286325806,1599.151508774615,2778.7574721877613,mannwhitney,0.15193705840401986,-0.13219035410991828,False,True,0.5052001445691975
t1_ET_glcm_ClusterShade,High,Low,79,79,582.4187816841153,-163.76037279452703,4.86318495253122,1.458323099644547,mannwhitney,0.15393535562420835,0.13154943118090048,False,True,0.5080625037843329
t1ce_ED_glszm_SmallAreaEmphasis,High,Low,79,79,0.6015269180385637,0.5908953324556514,0.6205252120766043,0.6092908623855939,mannwhitney,0.15393535562420835,0.13154943118090048,False,True,0.5080625037843329
t1ce_ED_glszm_SizeZoneNonUniformityNormalized,High,Low,79,79,0.3419752689691532,0.33052680673791524,0.3571557932737293,0.3456344197138019,mannwhitney,0.15393535562420835,0.13154943118090048,False,True,0.5080625037843329
flair_ET_glcm_Idmn,High,Low,79,79,0.9923618695355377,0.9942334498814867,0.9937071045388196,0.9948408605154738,mannwhitney,0.15494196569807983,-0.1312289697163916,False,False,0.5101283391533832
t1ce_NCR_firstorder_Minimum,High,Low,79,78,269.1645569620253,232.05128205128204,150.0,132.0,mannwhitney,0.1555636785526055,0.11132749107432652,False,True,0.5102093742373882
flair_NCR_firstorder_RootMeanSquared,High,Low,79,78,525.7070650940328,461.8072954217715,424.9604236671259,404.3671286960124,mannwhitney,0.1566022614683725,0.1311262577085362,False,True,0.5102093742373882
flair_ED_gldm_GrayLevelNonUniformity,High,Low,79,79,6076.487934911108,7002.328863028508,4390.88203305806,5757.141257332464,mannwhitney,0.1569701713318495,-0.13058804678737382,False,True,0.5102093742373882
flair_ET_glcm_DifferenceVariance,High,Low,79,79,3.5320912859335634,2.818523693951237,2.74453679748841,2.063718094808301,mannwhitney,0.1569701713318495,0.13058804678737382,False,True,0.5102093742373882
flair_NCR_glcm_DifferenceAverage,High,Low,79,78,1.3427012634655477,1.1875081641719156,1.3245836875673962,1.138501162754237,mannwhitney,0.15763185144349157,0.1308016877637131,False,True,0.5102093742373882
t1_NCR_glszm_ZonePercentage,High,Low,79,78,0.09653680958761096,0.08435834625582153,0.0656268393172454,0.05666599905898965,mannwhitney,0.15763185144349157,0.1308016877637131,False,True,0.5102093742373882
flair_NCR_firstorder_Mean,High,Low,79,78,516.7061106952609,453.9100921503737,417.07321380059767,390.0334688099979,mannwhitney,0.15763185144349157,0.1308016877637131,False,True,0.5102093742373882
flair_ED_firstorder_RootMeanSquared,High,Low,79,79,506.51898302934,435.30300265282307,402.7844376891038,376.0060700584662,mannwhitney,0.16005012939037522,0.12962666239384715,False,True,0.516788369597838
t2_ET_glszm_SmallAreaLowGrayLevelEmphasis,High,Low,79,79,0.012959781936329628,0.010494267307484118,0.0048905047983463,0.0034377749818439,mannwhitney,0.16108687111805864,0.12930620092933826,False,True,0.5176412645040733
t1_ET_glszm_HighGrayLevelZoneEmphasis,High,Low,79,79,291.1288364963988,517.9495922274389,59.43264659270999,79.18529411764706,mannwhitney,0.16108687111805864,-0.12930620092933826,False,True,0.5176412645040733
t1ce_NCR_glrlm_LowGrayLevelRunEmphasis,High,Low,79,78,0.034996416082762064,0.03337114950593473,0.0231642915102237,0.01653717208923735,mannwhitney,0.16285686040125635,0.12917883803959754,False,True,0.5218502431664657
t2_ED_glszm_GrayLevelNonUniformity,High,Low,79,79,244.8835925425863,266.45213818185545,165.86618630983017,230.455443100469,mannwhitney,0.16317556110951426,-0.12866527800032046,False,True,0.5218502431664657
flair_ET_firstorder_Uniformity,High,Low,79,79,0.10587705518604998,0.11848343390951627,0.0876549826551336,0.0973515189723535,mannwhitney,0.16634679271979813,-0.1277038936067938,False,True,0.530725481534594
flair_ET_glcm_DifferenceAverage,High,Low,79,79,1.6840639610801087,1.510589153205651,1.6580644770046005,1.5283554498089251,mannwhitney,0.16741410330805295,0.1273834321422849,False,True,0.5328619915268193
