case,id,mean_tumor_flair,mean_tumor_t1,mean_tumor_t1ce,mean_tumor_t2,mean_brainrest_flair,mean_brainrest_t1,mean_brainrest_t1ce,mean_brainrest_t2
BraTS20_Training_164,164,0.7329643964767456,0.7437361478805542,0.5922135710716248,0.49267610907554626,0.39401838183403015,0.598889946937561,0.38701099157333374,0.3556729257106781
BraTS20_Training_165,165,0.7809796333312988,0.6078261137008667,0.5059763789176941,0.6237168908119202,0.3521920144557953,0.5910273194313049,0.4441637694835663,0.3695089817047119
BraTS20_Training_166,166,0.7155274748802185,0.6364346742630005,0.5062453150749207,0.5824008584022522,0.3570251166820526,0.6683312654495239,0.4314795732498169,0.28313273191452026
BraTS20_Training_167,167,0.8418539762496948,0.7029216885566711,0.6407164931297302,0.4391650855541229,0.5056431293487549,0.6790614128112793,0.5228317379951477,0.2962368428707123
BraTS20_Training_168,168,0.8158513903617859,0.6693065762519836,0.6675846576690674,0.589788019657135,0.47903767228126526,0.5808329582214355,0.41411498188972473,0.3409569263458252
BraTS20_Training_169,169,0.8333823680877686,0.6213405728340149,0.6761379837989807,0.6380223035812378,0.4739391803741455,0.6028134822845459,0.42909225821495056,0.39678439497947693
BraTS20_Training_170,170,0.8031178712844849,0.6226411461830139,0.5768126249313354,0.6966392993927002,0.41517558693885803,0.6155725121498108,0.5474380254745483,0.44256269931793213
BraTS20_Training_171,171,0.8767464756965637,0.7169936895370483,0.4755444824695587,0.6163034439086914,0.6439098119735718,0.6961451768875122,0.5856331586837769,0.3980150520801544
BraTS20_Training_172,172,0.8951652646064758,0.6802297234535217,0.6113591194152832,0.5319187045097351,0.607602059841156,0.6852743029594421,0.5828138589859009,0.3903677463531494
BraTS20_Training_173,173,0.7630726099014282,0.6341325044631958,0.5014917850494385,0.547220766544342,0.5450262427330017,0.6469162106513977,0.5342448353767395,0.3598688840866089
BraTS20_Training_174,174,0.7806739211082458,0.6800379157066345,0.5626085996627808,0.685141384601593,0.31506258249282837,0.6356964111328125,0.44918256998062134,0.3843918740749359
BraTS20_Training_175,175,0.8040246963500977,0.7334255576133728,0.6956412196159363,0.5573694109916687,0.4411880075931549,0.6675817966461182,0.4817141592502594,0.30071258544921875
BraTS20_Training_176,176,0.8448420763015747,0.5235509276390076,0.41896378993988037,0.6677631139755249,0.6131022572517395,0.6320422291755676,0.5256341099739075,0.4781090021133423
BraTS20_Training_177,177,0.9204784631729126,0.7374815940856934,0.574931263923645,0.45758315920829773,0.6176213026046753,0.6574037671089172,0.5018965005874634,0.3609398603439331
BraTS20_Training_178,178,0.7260206937789917,0.7222980260848999,0.6807615756988525,0.5319951772689819,0.34717369079589844,0.6693848371505737,0.4599604606628418,0.3066628575325012
BraTS20_Training_179,179,0.7028393745422363,0.7015554308891296,0.6469435095787048,0.6683325171470642,0.26492029428482056,0.49609100818634033,0.3637811243534088,0.3437398076057434
BraTS20_Training_180,180,0.8031762838363647,0.6473053693771362,0.49153760075569153,0.6518716812133789,0.34840282797813416,0.5943149924278259,0.25885340571403503,0.3804000914096832
BraTS20_Training_181,181,0.8912801742553711,0.6481072306632996,0.5899989604949951,0.4461815655231476,0.5407721996307373,0.6206132769584656,0.4865547716617584,0.35090747475624084
BraTS20_Training_182,182,0.8611510396003723,0.6302415132522583,0.5855430364608765,0.5163589119911194,0.4322938323020935,0.491819828748703,0.4230956733226776,0.31636321544647217
BraTS20_Training_183,183,0.7313944697380066,0.6953168511390686,0.505604088306427,0.7009153962135315,0.3167080879211426,0.6935856342315674,0.4231599271297455,0.38201913237571716
BraTS20_Training_184,184,0.8133464455604553,0.5213106870651245,0.4582335650920868,0.5685586929321289,0.5875333547592163,0.615865170955658,0.46260276436805725,0.42193639278411865
BraTS20_Training_185,185,0.8622081279754639,0.5081602931022644,0.5753387808799744,0.5097404718399048,0.5981969237327576,0.5525057315826416,0.4375564455986023,0.3926362693309784
BraTS20_Training_186,186,0.756281316280365,0.6931749582290649,0.5604742169380188,0.6182519793510437,0.34948599338531494,0.6416071057319641,0.3864961564540863,0.39587655663490295
BraTS20_Training_187,187,0.6602297425270081,0.8393620848655701,0.6955642700195312,0.6597275137901306,0.29281508922576904,0.6661593914031982,0.5029299855232239,0.4235190153121948
BraTS20_Training_188,188,0.8817940354347229,0.7987033724784851,0.723082959651947,0.36499592661857605,0.6387404799461365,0.6883166432380676,0.6209912300109863,0.32428815960884094
BraTS20_Training_189,189,0.7025915384292603,0.623691737651825,0.4913123548030853,0.6602635979652405,0.27360284328460693,0.6804260611534119,0.4462099075317383,0.26556897163391113
BraTS20_Training_190,190,0.8314607739448547,0.5856250524520874,0.5124081373214722,0.5319334864616394,0.46028298139572144,0.5583103895187378,0.39934444427490234,0.42753320932388306
BraTS20_Training_191,191,0.7461399435997009,0.7894362807273865,0.5938317775726318,0.5352184176445007,0.39638563990592957,0.6823199987411499,0.3294924795627594,0.36688822507858276
BraTS20_Training_192,192,0.6216856837272644,0.7335585951805115,0.5541931986808777,0.5439704060554504,0.2003360390663147,0.6842253804206848,0.48620879650115967,0.21932199597358704
BraTS20_Training_193,193,0.5715494155883789,0.39598941802978516,0.3469286859035492,0.7565354704856873,0.2532491087913513,0.36226269602775574,0.3083709180355072,0.372043639421463
BraTS20_Training_194,194,0.8381398320198059,0.6049225330352783,0.4672335088253021,0.7031721472740173,0.4429892897605896,0.6539766788482666,0.3895902633666992,0.32086923718452454
BraTS20_Training_195,195,0.830504834651947,0.6145325303077698,0.5788285136222839,0.3413015305995941,0.5699975490570068,0.5977166295051575,0.4972926676273346,0.30881771445274353
BraTS20_Training_196,196,0.7262464165687561,0.735092282295227,0.47539475560188293,0.6515648365020752,0.28591853380203247,0.6429716944694519,0.362931489944458,0.3775225877761841
BraTS20_Training_197,197,0.7245373129844666,0.7835881114006042,0.5686134099960327,0.763481080532074,0.3165728747844696,0.7184029817581177,0.45927125215530396,0.4086204171180725
BraTS20_Training_198,198,0.6815456748008728,0.772060751914978,0.6254862546920776,0.6569379568099976,0.27905499935150146,0.7089073061943054,0.5073246955871582,0.2777886390686035
BraTS20_Training_199,199,0.7589341998100281,0.7870780229568481,0.6339001059532166,0.7681517004966736,0.3010106086730957,0.7139192819595337,0.5117449760437012,0.47979336977005005
BraTS20_Training_200,200,0.8716916441917419,0.6896659135818481,0.6305993795394897,0.6772967576980591,0.3592503070831299,0.7045485377311707,0.630541205406189,0.31195059418678284
BraTS20_Training_201,201,0.794315755367279,0.704547107219696,0.4462309181690216,0.6720736622810364,0.29229724407196045,0.6600386500358582,0.3818238377571106,0.30247992277145386
BraTS20_Training_202,202,0.8342284560203552,0.5154452323913574,0.46073949337005615,0.3890393376350403,0.6137391924858093,0.6241801977157593,0.48578304052352905,0.2562713325023651
BraTS20_Training_203,203,0.8681173324584961,0.7103899121284485,0.5782842040061951,0.4845516085624695,0.6057581305503845,0.708946704864502,0.609325647354126,0.35733261704444885
BraTS20_Training_204,204,0.836143434047699,0.7898250818252563,0.6706472039222717,0.5958062410354614,0.5277531743049622,0.6607855558395386,0.44257819652557373,0.4487920105457306
BraTS20_Training_205,205,0.879808783531189,0.5222069621086121,0.47803187370300293,0.5856733322143555,0.5391367077827454,0.5205584764480591,0.47091346979141235,0.4286919832229614
BraTS20_Training_206,206,0.90854412317276,0.5479370951652527,0.5367317795753479,0.45289134979248047,0.6557888984680176,0.6715104579925537,0.5051601529121399,0.34932565689086914
BraTS20_Training_207,207,0.7777907252311707,0.7345553040504456,0.7031714916229248,0.7103590965270996,0.4417266547679901,0.6396172046661377,0.48868528008461,0.44500669836997986
BraTS20_Training_208,208,0.8147943019866943,0.5688499212265015,0.4892151951789856,0.4774322807788849,0.6341440677642822,0.65193110704422,0.46042582392692566,0.2760080397129059
BraTS20_Training_209,209,0.833516001701355,0.6863130331039429,0.5050801634788513,0.5294408798217773,0.6864173412322998,0.7333037853240967,0.5244332551956177,0.33526304364204407
BraTS20_Training_210,210,0.7499952912330627,0.7468613982200623,0.5004371404647827,0.7174350619316101,0.2749195992946625,0.6479718685150146,0.351248562335968,0.3142167031764984
BraTS20_Training_211,211,0.8496593832969666,0.5362762212753296,0.5426201224327087,0.416653573513031,0.6167823672294617,0.6206923127174377,0.5480663180351257,0.3207818269729614
BraTS20_Training_212,212,0.7854357957839966,0.5652520656585693,0.5424237847328186,0.5410633087158203,0.5859434604644775,0.6403545141220093,0.5330262184143066,0.36871594190597534
BraTS20_Training_213,213,0.8818400502204895,0.49462229013442993,0.5689212679862976,0.3452015817165375,0.5966913104057312,0.6125243306159973,0.46692919731140137,0.25373542308807373
BraTS20_Training_214,214,0.7619251012802124,0.6909205317497253,0.42247965931892395,0.6878474950790405,0.33191928267478943,0.7311833500862122,0.39153748750686646,0.29110974073410034
BraTS20_Training_215,215,0.78499835729599,0.7016988396644592,0.6742050647735596,0.6253971457481384,0.3425379693508148,0.7268348932266235,0.6187459826469421,0.31194210052490234
BraTS20_Training_216,216,0.7656545042991638,0.704154908657074,0.4848848879337311,0.5454620718955994,0.3461684584617615,0.7243462800979614,0.4243875741958618,0.33290573954582214
BraTS20_Training_217,217,0.9237745404243469,0.6684802174568176,0.6509298086166382,0.36784374713897705,0.47844183444976807,0.6772081255912781,0.48725444078445435,0.29065150022506714
BraTS20_Training_218,218,0.7881981134414673,0.6935703754425049,0.6001182794570923,0.6143775582313538,0.34752658009529114,0.7069084048271179,0.30822908878326416,0.3569888770580292
BraTS20_Training_219,219,0.8512659072875977,0.5909624695777893,0.3743792474269867,0.5367599129676819,0.499237984418869,0.6069430112838745,0.37651947140693665,0.36386021971702576
BraTS20_Training_220,220,0.8197689056396484,0.7389476895332336,0.6835415959358215,0.4005530774593353,0.46012741327285767,0.6082710027694702,0.5498928427696228,0.3314135670661926
BraTS20_Training_221,221,0.7631641030311584,0.6381691098213196,0.4457126557826996,0.5378896594047546,0.358330100774765,0.7201997637748718,0.38347578048706055,0.2471499890089035
BraTS20_Training_222,222,0.8804382085800171,0.6870188117027283,0.6759563088417053,0.594048261642456,0.4447299540042877,0.5574293732643127,0.5358483195304871,0.37364012002944946
BraTS20_Training_223,223,0.80817711353302,0.698113203048706,0.3057255446910858,0.700290858745575,0.3159627914428711,0.7110314965248108,0.23756445944309235,0.31658437848091125
BraTS20_Training_224,224,0.7118475437164307,0.7566685676574707,0.5594558119773865,0.5797061324119568,0.2513151168823242,0.7561910152435303,0.5025257468223572,0.2269175946712494
BraTS20_Training_225,225,0.7613824009895325,0.730959951877594,0.5476497411727905,0.5936341881752014,0.3433312773704529,0.7004907131195068,0.4242355227470398,0.2417631447315216
BraTS20_Training_226,226,0.7779443264007568,0.5771583318710327,0.7594819664955139,0.5944023132324219,0.5415999889373779,0.6283156275749207,0.5065244436264038,0.26362061500549316
BraTS20_Training_227,227,0.8748559355735779,0.6388044953346252,0.6831034421920776,0.3995233178138733,0.5455797910690308,0.627988874912262,0.6494631171226501,0.30765095353126526
BraTS20_Training_228,228,0.9054805636405945,0.7642804384231567,0.6874024271965027,0.5499534010887146,0.589539647102356,0.6876821517944336,0.5750369429588318,0.40659528970718384
BraTS20_Training_229,229,0.7739176154136658,0.7297696471214294,0.640047550201416,0.6652138829231262,0.3549031913280487,0.6523724794387817,0.4347744286060333,0.3277908265590668
BraTS20_Training_230,230,0.8524193167686462,0.6150302290916443,0.4562588334083557,0.627945601940155,0.4560959041118622,0.6536427140235901,0.43251195549964905,0.386569082736969
BraTS20_Training_231,231,0.8388702869415283,0.7221019864082336,0.5603258609771729,0.5822270512580872,0.4732109606266022,0.6631693840026855,0.4491536617279053,0.3263087272644043
BraTS20_Training_232,232,0.8069140315055847,0.7749149799346924,0.7056236267089844,0.3838112950325012,0.45252862572669983,0.6440049409866333,0.49852198362350464,0.2402346283197403
BraTS20_Training_233,233,0.9081166982650757,0.7035164833068848,0.7517607808113098,0.4249429404735565,0.6652807593345642,0.6797826290130615,0.6541359424591064,0.25432053208351135
BraTS20_Training_234,234,0.7750635743141174,0.4466128349304199,0.5467433333396912,0.697991132736206,0.4751030504703522,0.6301766037940979,0.6857142448425293,0.25278329849243164
BraTS20_Training_235,235,0.7303547263145447,0.5209710001945496,0.4646647572517395,0.5816943645477295,0.33908453583717346,0.5254383683204651,0.39604851603507996,0.23829980194568634
BraTS20_Training_236,236,0.8098633289337158,0.7367369532585144,0.5883111357688904,0.5871014595031738,0.4870589077472687,0.5743917226791382,0.44886288046836853,0.5528185367584229
BraTS20_Training_237,237,0.8181859254837036,0.7654386162757874,0.5502280592918396,0.5677229166030884,0.46618926525115967,0.6830925941467285,0.5502397418022156,0.2931669056415558
BraTS20_Training_238,238,0.6791806221008301,0.8352245688438416,0.7611679434776306,0.6403538584709167,0.2243748903274536,0.562684953212738,0.38415566086769104,0.19969907402992249
BraTS20_Training_239,239,0.8264239430427551,0.6607845425605774,0.6407045125961304,0.5603439211845398,0.4837593138217926,0.5697159767150879,0.5412627458572388,0.41553667187690735
BraTS20_Training_240,240,0.7114628553390503,0.689890444278717,0.5497119426727295,0.6229442358016968,0.3984265923500061,0.6965058445930481,0.6093432307243347,0.3931126296520233
BraTS20_Training_241,241,0.7550777792930603,0.6395571231842041,0.6119806170463562,0.6895453333854675,0.37646982073783875,0.6196708679199219,0.51414954662323,0.3467881679534912
BraTS20_Training_242,242,0.9030589461326599,0.46832364797592163,0.6598934531211853,0.5628598928451538,0.49582839012145996,0.628115177154541,0.4552392363548279,0.37421849370002747
BraTS20_Training_243,243,0.8293883204460144,0.6058263182640076,0.48363184928894043,0.4016791880130768,0.4660610258579254,0.55814129114151,0.45403730869293213,0.23639023303985596
BraTS20_Training_244,244,0.7716997265815735,0.5962586998939514,0.46878764033317566,0.43511340022087097,0.40347760915756226,0.560786783695221,0.4188530743122101,0.17614588141441345
BraTS20_Training_245,245,0.49241775274276733,0.7007395029067993,0.6390706896781921,0.4514968991279602,0.21940398216247559,0.7057061195373535,0.4654303193092346,0.19195805490016937
BraTS20_Training_246,246,0.7512229681015015,0.725655734539032,0.7945815920829773,0.7635664939880371,0.49087056517601013,0.6828757524490356,0.6182113885879517,0.5641201138496399
BraTS20_Training_247,247,0.8344715237617493,0.7366873621940613,0.6465830206871033,0.4971090257167816,0.5039765238761902,0.6447975635528564,0.4764775335788727,0.3396770656108856
BraTS20_Training_248,248,0.7882795929908752,0.8224837183952332,0.7280467748641968,0.5832738876342773,0.3442719578742981,0.6170368790626526,0.49408406019210815,0.27490854263305664
BraTS20_Training_249,249,0.7996852397918701,0.7479864954948425,0.6171692609786987,0.772077202796936,0.4550018012523651,0.6881440877914429,0.47753649950027466,0.5087035298347473
BraTS20_Training_250,250,0.8588718771934509,0.7054272890090942,0.6207281947135925,0.769402801990509,0.5183090567588806,0.6329352259635925,0.6281764507293701,0.529026448726654
BraTS20_Training_251,251,0.8045968413352966,0.5217697620391846,0.5548498630523682,0.6551828384399414,0.44939184188842773,0.6649579405784607,0.5338139533996582,0.2261114865541458
BraTS20_Training_252,252,0.7785463333129883,0.4714948236942291,0.4909040927886963,0.7610799670219421,0.44708481431007385,0.6001914143562317,0.5414705276489258,0.4293714463710785
BraTS20_Training_253,253,0.9008562564849854,0.6465006470680237,0.7884993553161621,0.4072802662849426,0.5688694715499878,0.6365624666213989,0.563946008682251,0.2428390234708786
BraTS20_Training_254,254,0.8074222207069397,0.8258247971534729,0.6079496741294861,0.6096758842468262,0.46376603841781616,0.700134813785553,0.4708726406097412,0.4142448604106903
BraTS20_Training_255,255,0.8393579125404358,0.6291764378547668,0.5580540895462036,0.5971312522888184,0.45813605189323425,0.5090543031692505,0.31153225898742676,0.3344445824623108
BraTS20_Training_256,256,0.6556643843650818,0.6017546653747559,0.5555763244628906,0.5570118427276611,0.3121752142906189,0.556200385093689,0.32835304737091064,0.21717485785484314
BraTS20_Training_257,257,0.7904157042503357,0.5973888635635376,0.6222572326660156,0.6338489651679993,0.4052886366844177,0.609061598777771,0.5481097102165222,0.3494701683521271
BraTS20_Training_258,258,0.7789903283119202,0.46566611528396606,0.5034838318824768,0.6817898154258728,0.3868582546710968,0.6491956114768982,0.4944436252117157,0.3907483220100403
BraTS20_Training_259,259,0.8340095281600952,0.5715470910072327,0.4666377007961273,0.7255977392196655,0.5354365110397339,0.6186206340789795,0.5546754002571106,0.3677808940410614
BraTS20_Training_260,260,0.7795267701148987,0.6717063188552856,0.6380394697189331,0.7968099117279053,0.4529986083507538,0.6898818612098694,0.6494792699813843,0.46628838777542114
BraTS20_Training_261,261,0.8427568078041077,0.7033206224441528,0.6845065355300903,0.7470835447311401,0.2616533935070038,0.7573277354240417,0.7664450407028198,0.3997427225112915
BraTS20_Training_262,262,0.9012936949729919,0.8024958968162537,0.6313021779060364,0.7615899443626404,0.5709468722343445,0.6933518648147583,0.6394662857055664,0.5060421824455261
BraTS20_Training_263,263,0.9371258616447449,0.7602800726890564,0.4376259744167328,0.7303705811500549,0.6058844923973083,0.7427107691764832,0.5447582602500916,0.4637697637081146
BraTS20_Training_264,264,0.8923277258872986,0.625973641872406,0.46354541182518005,0.7743441462516785,0.24648752808570862,0.7318181395530701,0.6332390308380127,0.4786023199558258
BraTS20_Training_265,265,0.877942681312561,0.5219263434410095,0.39255666732788086,0.8269609212875366,0.5763598084449768,0.6583507657051086,0.508985161781311,0.40244337916374207
BraTS20_Training_266,266,0.9040330648422241,0.6031887531280518,0.5027943849563599,0.681917667388916,0.5502928495407104,0.6111391186714172,0.48817336559295654,0.42447614669799805
BraTS20_Training_267,267,0.8308342695236206,0.5162320137023926,0.4485967457294464,0.5335832238197327,0.611549973487854,0.596373975276947,0.5241654515266418,0.43675756454467773
BraTS20_Training_268,268,0.8512589335441589,0.5179247856140137,0.3976357877254486,0.4993339776992798,0.6105791926383972,0.6007301807403564,0.49902233481407166,0.41117334365844727
BraTS20_Training_269,269,0.8852632641792297,0.5757080912590027,0.4928913414478302,0.7643987536430359,0.5448546409606934,0.5658719539642334,0.5028951168060303,0.436430424451828
BraTS20_Training_270,270,0.8427667617797852,0.6250759959220886,0.544262707233429,0.46867555379867554,0.5856729745864868,0.5861834287643433,0.3499246835708618,0.30483150482177734
BraTS20_Training_271,271,0.8734574913978577,0.6772781610488892,0.6201598644256592,0.728197455406189,0.47673094272613525,0.6900795698165894,0.6095882058143616,0.3256660997867584
BraTS20_Training_272,272,0.849450945854187,0.6214901804924011,0.5752019286155701,0.796247124671936,0.4709627330303192,0.6766632795333862,0.6749075651168823,0.5374741554260254
BraTS20_Training_273,273,0.8397292494773865,0.5724418759346008,0.5852218866348267,0.7703266739845276,0.4914633333683014,0.6158983707427979,0.6560750603675842,0.5006229281425476
BraTS20_Training_274,274,0.6720126271247864,0.538787305355072,0.5112634897232056,0.4575873911380768,0.45540857315063477,0.545143187046051,0.3804904520511627,0.26540347933769226
BraTS20_Training_275,275,0.8424442410469055,0.7291942238807678,0.6942548155784607,0.35608869791030884,0.6346461772918701,0.6653396487236023,0.5758797526359558,0.3021281063556671
BraTS20_Training_276,276,0.882773220539093,0.7907096147537231,0.5723583102226257,0.4718502461910248,0.5242714285850525,0.6619669198989868,0.49931764602661133,0.24839144945144653
BraTS20_Training_277,277,0.8757619857788086,0.7136214375495911,0.4910270869731903,0.4718235433101654,0.5985426306724548,0.5762190222740173,0.5631828904151917,0.3645836412906647
BraTS20_Training_278,278,0.7835648655891418,0.7976381778717041,0.6719844937324524,0.47798845171928406,0.44655051827430725,0.6782419085502625,0.5741825103759766,0.31019502878189087
BraTS20_Training_279,279,0.543895959854126,0.4179132580757141,0.42057132720947266,0.7200160026550293,0.48509418964385986,0.6362444162368774,0.6508705019950867,0.20946462452411652
BraTS20_Training_280,280,0.8757760524749756,0.6614950895309448,0.6098357439041138,0.6127436757087708,0.47800666093826294,0.6348047852516174,0.5723175406455994,0.26760849356651306
BraTS20_Training_281,281,0.7856408953666687,0.7760065197944641,0.7185407876968384,0.6395206451416016,0.4618237018585205,0.654159665107727,0.5472805500030518,0.3938661217689514
BraTS20_Training_282,282,0.8358103036880493,0.690920352935791,0.6526875495910645,0.8260451555252075,0.35600095987319946,0.7170729041099548,0.6664360761642456,0.40218880772590637
BraTS20_Training_283,283,0.8501795530319214,0.8676312565803528,0.7671721577644348,0.7022846937179565,0.4477110803127289,0.6939013004302979,0.5943537950515747,0.5148613452911377
BraTS20_Training_284,284,0.7310330867767334,0.4992915987968445,0.35198482871055603,0.5920171737670898,0.45235490798950195,0.6873128414154053,0.6585172414779663,0.1311621367931366
BraTS20_Training_285,285,0.45762285590171814,0.5739198327064514,0.4742988646030426,0.8119612336158752,0.44057831168174744,0.6983503103256226,0.604117751121521,0.390781968832016
BraTS20_Training_286,286,0.901240885257721,0.5853480696678162,0.6226062774658203,0.4391308128833771,0.6201586723327637,0.6518113613128662,0.6504610776901245,0.3364787697792053
BraTS20_Training_287,287,0.8405793905258179,0.6065324544906616,0.7482142448425293,0.5616233348846436,0.5692338943481445,0.649684488773346,0.6071128845214844,0.3460387885570526
BraTS20_Training_288,288,0.7902437448501587,0.4462810456752777,0.45633062720298767,0.4832344353199005,0.6369735598564148,0.6144202351570129,0.5358326435089111,0.3443067669868469
BraTS20_Training_289,289,0.7571565508842468,0.6785125136375427,0.6214398145675659,0.6850042939186096,0.33798447251319885,0.7090723514556885,0.6862409114837646,0.34060510993003845
BraTS20_Training_290,290,0.6936089992523193,0.7500448822975159,0.778637170791626,0.5675263404846191,0.3027326762676239,0.6080459952354431,0.6232883930206299,0.27330535650253296
BraTS20_Training_291,291,0.6909292936325073,0.6924303770065308,0.607547402381897,0.7154578566551208,0.28461483120918274,0.6487239003181458,0.5999686121940613,0.33214977383613586
BraTS20_Training_292,292,0.8208266496658325,0.4195414185523987,0.42315641045570374,0.5967448353767395,0.6541446447372437,0.6330262422561646,0.6031243801116943,0.420795202255249
BraTS20_Training_293,293,0.7572168707847595,0.6148428916931152,0.4942358136177063,0.47184526920318604,0.5737110376358032,0.5853270888328552,0.4932345747947693,0.3103621304035187
BraTS20_Training_294,294,0.853187084197998,0.55666184425354,0.5097212195396423,0.5321446657180786,0.625461757183075,0.677898645401001,0.629382848739624,0.384297639131546
BraTS20_Training_295,295,0.9122712016105652,0.39485278725624084,0.35276105999946594,0.4786541163921356,0.5216834545135498,0.488933265209198,0.48957979679107666,0.2965530455112457
BraTS20_Training_296,296,0.8008344769477844,0.7175998091697693,0.6904072165489197,0.8283149600028992,0.37274906039237976,0.7452289462089539,0.7311200499534607,0.4649474024772644
BraTS20_Training_297,297,0.8804988861083984,0.6656631231307983,0.579845666885376,0.6092228293418884,0.6448268890380859,0.6007943153381348,0.567226767539978,0.4224525988101959
BraTS20_Training_298,298,0.9301477074623108,0.8084741234779358,0.6178838610649109,0.43650996685028076,0.617186427116394,0.7281109094619751,0.6055152416229248,0.3660180866718292
BraTS20_Training_299,299,0.6734758019447327,0.2710948586463928,0.2268465906381607,0.5283783674240112,0.5859554409980774,0.6119402050971985,0.5546185970306396,0.30443236231803894
BraTS20_Training_300,300,0.865760862827301,0.5407202839851379,0.45905250310897827,0.5090770125389099,0.6031954288482666,0.6225643754005432,0.5634897947311401,0.3478415310382843
BraTS20_Training_301,301,0.8431901931762695,0.5696508288383484,0.5102646946907043,0.5818724632263184,0.5842188000679016,0.5783827900886536,0.5433469414710999,0.37268584966659546
BraTS20_Training_302,302,0.7182839512825012,0.4268694818019867,0.39660218358039856,0.5130908489227295,0.6537811160087585,0.6558029651641846,0.6109112501144409,0.3760279715061188
BraTS20_Training_303,303,0.8414134979248047,0.4623376131057739,0.5029049515724182,0.6179372668266296,0.6634191870689392,0.6251673102378845,0.6366510391235352,0.37271830439567566
BraTS20_Training_304,304,0.9010144472122192,0.4260331392288208,0.4820404052734375,0.43410855531692505,0.6639004349708557,0.5995036363601685,0.6163413524627686,0.3332211673259735
BraTS20_Training_305,305,0.8081253170967102,0.4973120093345642,0.5507487058639526,0.6348859071731567,0.6244713068008423,0.5901392102241516,0.6155871748924255,0.39877018332481384
BraTS20_Training_306,306,0.8172630667686462,0.709478497505188,0.5221078395843506,0.4529280960559845,0.5987862944602966,0.7107717394828796,0.6004685163497925,0.2675458490848541
BraTS20_Training_307,307,0.752829372882843,0.42036527395248413,0.4695812165737152,0.5520598292350769,0.6062012910842896,0.617990255355835,0.6490837931632996,0.37647080421447754
BraTS20_Training_308,308,0.7900809645652771,0.5771241784095764,0.6193457841873169,0.4771137535572052,0.6165145039558411,0.6631636619567871,0.6817132234573364,0.3216855227947235
BraTS20_Training_309,309,0.8085606098175049,0.45524483919143677,0.49494457244873047,0.4013170897960663,0.6170195937156677,0.6152069568634033,0.6392483711242676,0.29037776589393616
BraTS20_Training_310,310,0.585220992565155,0.2997974753379822,0.23335298895835876,0.7677474021911621,0.32501593232154846,0.40432503819465637,0.348547101020813,0.549872875213623
BraTS20_Training_311,311,0.8945477604866028,0.43322789669036865,0.2067732810974121,0.42927148938179016,0.5639926195144653,0.6055260896682739,0.401454895734787,0.3962370753288269
BraTS20_Training_312,312,0.8153074383735657,0.6302396655082703,0.6471741199493408,0.565950870513916,0.4892772138118744,0.6173129677772522,0.6011000871658325,0.22671015560626984
BraTS20_Training_313,313,0.8209774494171143,0.5806597471237183,0.4850647747516632,0.7559123039245605,0.4264257550239563,0.7049627304077148,0.6649755239486694,0.33287981152534485
BraTS20_Training_314,314,0.8856005072593689,0.62401282787323,0.5882929563522339,0.5280933380126953,0.6532500386238098,0.6264364719390869,0.5829797983169556,0.36794567108154297
BraTS20_Training_315,315,0.8886815309524536,0.1941038817167282,0.16218730807304382,0.770115315914154,0.5482808351516724,0.6107683181762695,0.47299525141716003,0.3765040636062622
BraTS20_Training_316,316,0.7397334575653076,0.5172015428543091,0.32582366466522217,0.5622530579566956,0.4051286578178406,0.5454095005989075,0.3598296642303467,0.412735253572464
BraTS20_Training_317,317,0.9606589078903198,0.8090248703956604,0.7293189167976379,0.45301201939582825,0.5502011775970459,0.6271142959594727,0.5866400003433228,0.28311821818351746
BraTS20_Training_318,318,0.6913493871688843,0.5411738753318787,0.4780373275279999,0.4768780767917633,0.4735369384288788,0.7151065468788147,0.6746695041656494,0.14101843535900116
BraTS20_Training_319,319,0.7556604743003845,0.49538207054138184,0.3724783957004547,0.7577154040336609,0.5056219100952148,0.7178570628166199,0.6096062660217285,0.30253133177757263
BraTS20_Training_320,320,0.9067817330360413,0.49035441875457764,0.7355870604515076,0.40733906626701355,0.6003244519233704,0.5529643297195435,0.6001337766647339,0.3300865590572357
BraTS20_Training_321,321,0.8607454895973206,0.3741641342639923,0.20872272551059723,0.5697812438011169,0.5025515556335449,0.6084141731262207,0.5008640885353088,0.33702102303504944
BraTS20_Training_322,322,0.8581621646881104,0.4278116822242737,0.36895039677619934,0.7826452851295471,0.5035637617111206,0.6771911978721619,0.6209403872489929,0.2660260796546936
BraTS20_Training_323,323,0.7060689926147461,0.5108712315559387,0.38360923528671265,0.5125144124031067,0.3915429413318634,0.6221826672554016,0.5623577833175659,0.36750930547714233
BraTS20_Training_324,324,0.8484493494033813,0.8401902914047241,0.41722309589385986,0.44324833154678345,0.4551778733730316,0.7252589464187622,0.4474475383758545,0.37771669030189514
BraTS20_Training_325,325,0.8837149143218994,0.7681853175163269,0.3214986324310303,0.6942229866981506,0.5603042840957642,0.6971743702888489,0.38759762048721313,0.4995320439338684
BraTS20_Training_326,326,0.7265493869781494,0.792888343334198,0.4461215138435364,0.8060553669929504,0.38371941447257996,0.7300153970718384,0.4984292685985565,0.5049317479133606
BraTS20_Training_327,327,0.7152681946754456,0.6926692724227905,0.36308953166007996,0.8255446553230286,0.40422049164772034,0.7521434426307678,0.5785156488418579,0.6324089765548706
